distId,distX,distY
0106162799,116.00032980757304,39.601567555692384
0106741325,116.0027147126584,39.59992337952093
0106190593,116.00512524677495,39.602502272935936
0106003828,116.00632059751504,39.59659952155375
0106006181,116.00191514228769,39.61739887782846
0106029871,116.00059322109884,39.6139211288464
0106133660,115.99549218814128,39.61541714176711
0106608625,116.00544483199786,39.62274170281571
0106606148,116.00461819710259,39.6242475158067
0106207602,115.9885188944509,39.6132581199375
0106179763,115.98837743480182,39.61325270812934
0106678564,115.98822899049074,39.613554343805966
0106123967,115.9901019972335,39.620940395775094
8630637300,116.00734762988117,39.6252039845727
0106606148,116.00461819710259,39.6242475158067
0106608625,116.00544483199786,39.62274170281571
8630637300,116.00734762988117,39.6252039845727
8650005645,115.99795733989001,39.63054271206493
0106006181,116.00191514228769,39.61739887782846
8650004459,116.00173117434056,39.63086114808427
0106095278,115.99425988611627,39.630223597710106
0106123967,115.9901019972335,39.620940395775094
8650004459,116.00173117434056,39.63086114808427
8650005645,115.99795733989001,39.63054271206493
0106787118,115.99506782640378,39.63218140075259
0106095278,115.99425988611627,39.630223597710106
0106007631,115.99137531125136,39.63016305486984
0106180456,115.99918502739503,39.65114142047095
0106214924,116.00031705023942,39.676961351798006
0100131517,115.99537992412097,39.68949953173675
0226611588,116.00100784350019,39.704863709691395
0106213364,116.00018073276524,39.70244386752039
0106718454,116.00216947240614,39.70222184098383
0226611223,116.00469623497871,39.70335865227385
0106222094,116.00273118295932,39.70056930031846
8630585933,116.00605248179066,39.70023430929233
0106721833,116.00973726042358,39.7098718369417
0106159644,115.9897985563865,39.70686860403792
0106090252,115.99834751313801,39.767136169221075
8630333926,115.99868425657986,39.78815113907419
8630333926,115.99868425657986,39.78815113907419
8630582099,115.99261824993631,39.791143296712846
0106593221,116.00889535452025,39.79012019059408
0106507152,115.996862541173,40.13635733561158
0106190593,116.00512524677495,39.602502272935936
0106003828,116.00632059751504,39.59659952155375
0106741325,116.0027147126584,39.59992337952093
0106162799,116.00032980757304,39.601567555692384
0106622939,116.01181454047236,39.60654343392573
0106640132,116.01518958870965,39.59543101188867
0106622939,116.01181454047236,39.60654343392573
8630637300,116.00734762988117,39.6252039845727
0106608625,116.00544483199786,39.62274170281571
0106606148,116.00461819710259,39.6242475158067
0106006181,116.00191514228769,39.61739887782846
8650004459,116.00173117434056,39.63086114808427
0106029871,116.00059322109884,39.6139211288464
0106501216,116.01310086735532,39.67086599354145
0106185787,116.00699880717566,39.67673853286903
0106214924,116.00031705023942,39.676961351798006
0106185787,116.00699880717566,39.67673853286903
8630791287,116.00883137065055,39.68729077324528
0226611223,116.00469623497871,39.70335865227385
8630585933,116.00605248179066,39.70023430929233
0106718454,116.00216947240614,39.70222184098383
0106222094,116.00273118295932,39.70056930031846
0226611588,116.00100784350019,39.704863709691395
0106721833,116.00973726042358,39.7098718369417
0106213364,116.00018073276524,39.70244386752039
0106721833,116.00973726042358,39.7098718369417
0106133739,116.01095587625444,39.713593030308026
0106606629,116.01295375430784,39.7142681467425
8630870227,116.01391486222697,39.71305187253798
0100020307,116.01349758404656,39.714145766600794
0106787401,116.0092204669524,39.71769233383855
0106000147,116.00912923028561,39.71829513760674
0226611588,116.00100784350019,39.704863709691395
0106000147,116.00912923028561,39.71829513760674
0106787401,116.0092204669524,39.71769233383855
8630463939,116.00755678217253,39.7257373406964
0106133739,116.01095587625444,39.713593030308026
0106606629,116.01295375430784,39.7142681467425
0100020307,116.01349758404656,39.714145766600794
8630463939,116.00755678217253,39.7257373406964
0106000147,116.00912923028561,39.71829513760674
0106787401,116.0092204669524,39.71769233383855
0106188438,116.00884777109366,39.762610462089846
0106593221,116.00889535452025,39.79012019059408
0106790819,116.01099216224358,39.81939782865188
0106252494,116.0149552406311,39.816258532424236
0106197681,116.00775664449598,40.00764291650987
0106716438,116.02009340764998,39.59886040166301
0106807216,116.0173479440205,39.596277658571026
0106640132,116.01518958870965,39.59543101188867
